# timestamp,voltage,pressure,lux,uv,voc,humidity,volume,temperature
1.230530000000000079e+01,3.790999999999999925e+00,1.015399999999999977e+03,1.200000000000000000e+02,4.000000000000000000e+00,1.532710000000000000e+05,8.950000000000000000e+01,3.950000000000000000e+01,1.467999999999999972e+01
1.231226000000000020e+01,3.778000000000000025e+00,1.015399999999999977e+03,1.230000000000000000e+02,4.000000000000000000e+00,1.485100000000000000e+05,8.950000000000000000e+01,3.950000000000000000e+01,1.489000000000000057e+01
1.232615999999999978e+01,3.778999999999999915e+00,1.015399999999999977e+03,1.160000000000000000e+02,4.000000000000000000e+00,1.320950000000000000e+05,8.800000000000000000e+01,4.050000000000000000e+01,1.564000000000000057e+01
1.233310999999999957e+01,3.785000000000000142e+00,1.015500000000000000e+03,1.240000000000000000e+02,4.000000000000000000e+00,1.257110000000000000e+05,8.800000000000000000e+01,4.050000000000000000e+01,1.577999999999999936e+01
1.234700999999999915e+01,3.775999999999999801e+00,1.015399999999999977e+03,1.390000000000000000e+02,5.000000000000000000e+00,1.139660000000000000e+05,8.600000000000000000e+01,4.000000000000000000e+01,1.660999999999999943e+01
1.235397000000000034e+01,3.775999999999999801e+00,1.015500000000000000e+03,1.460000000000000000e+02,4.000000000000000000e+00,1.107550000000000000e+05,8.550000000000000000e+01,4.150000000000000000e+01,1.682999999999999829e+01
1.237482999999999933e+01,3.770999999999999908e+00,1.015500000000000000e+03,1.580000000000000000e+02,5.000000000000000000e+00,1.046600000000000000e+05,8.150000000000000000e+01,4.050000000000000000e+01,1.812000000000000099e+01
1.238873000000000069e+01,3.770000000000000018e+00,1.015299999999999955e+03,1.650000000000000000e+02,5.000000000000000000e+00,1.119460000000000000e+05,7.700000000000000000e+01,4.050000000000000000e+01,1.910000000000000142e+01
1.239568000000000048e+01,3.769000000000000128e+00,1.015200000000000045e+03,1.610000000000000000e+02,5.000000000000000000e+00,1.174470000000000000e+05,7.600000000000000000e+01,4.150000000000000000e+01,1.930000000000000071e+01
1.240958000000000006e+01,3.769000000000000128e+00,1.015100000000000023e+03,1.620000000000000000e+02,5.000000000000000000e+00,1.163650000000000000e+05,7.350000000000000000e+01,4.050000000000000000e+01,2.007999999999999829e+01
1.241653999999999947e+01,3.769000000000000128e+00,1.015000000000000000e+03,1.600000000000000000e+02,5.000000000000000000e+00,1.183110000000000000e+05,7.300000000000000000e+01,4.000000000000000000e+01,2.026000000000000156e+01
1.243045000000000044e+01,3.766999999999999904e+00,1.014799999999999955e+03,1.690000000000000000e+02,5.000000000000000000e+00,1.244720000000000000e+05,7.000000000000000000e+01,4.100000000000000000e+01,2.117000000000000171e+01
1.243740000000000023e+01,3.766999999999999904e+00,1.014600000000000023e+03,1.790000000000000000e+02,5.000000000000000000e+00,1.331890000000000000e+05,6.800000000000000000e+01,4.150000000000000000e+01,2.133999999999999986e+01
1.245130999999999943e+01,3.765000000000000124e+00,1.014399999999999977e+03,1.790000000000000000e+02,5.000000000000000000e+00,1.445060000000000000e+05,6.400000000000000000e+01,4.150000000000000000e+01,2.219000000000000128e+01
1.245825999999999922e+01,3.766000000000000014e+00,1.014200000000000045e+03,1.870000000000000000e+02,6.000000000000000000e+00,1.540720000000000000e+05,6.350000000000000000e+01,4.050000000000000000e+01,2.230000000000000071e+01
1.247216000000000058e+01,3.765000000000000124e+00,1.014200000000000045e+03,2.240000000000000000e+02,8.000000000000000000e+00,1.657690000000000000e+05,6.050000000000000000e+01,4.000000000000000000e+01,2.314999999999999858e+01
1.247911999999999999e+01,3.767999999999999794e+00,1.014100000000000023e+03,2.530000000000000000e+02,8.000000000000000000e+00,1.656130000000000000e+05,5.950000000000000000e+01,4.050000000000000000e+01,2.342999999999999972e+01
1.249302999999999919e+01,3.775999999999999801e+00,1.014000000000000000e+03,2.860000000000000000e+02,9.000000000000000000e+00,1.694210000000000000e+05,5.300000000000000000e+01,4.050000000000000000e+01,2.464999999999999858e+01
1.249999000000000038e+01,3.951999999999999957e+00,1.014100000000000023e+03,2.700000000000000000e+02,9.000000000000000000e+00,1.947410000000000000e+05,5.300000000000000000e+01,4.050000000000000000e+01,2.482999999999999829e+01
1.251388999999999996e+01,4.375000000000000000e+00,1.013799999999999955e+03,3.190000000000000000e+02,1.100000000000000000e+01,2.017450000000000000e+05,5.050000000000000000e+01,4.050000000000000000e+01,2.587999999999999901e+01
1.252083000000000013e+01,4.386000000000000121e+00,1.013700000000000045e+03,3.210000000000000000e+02,1.000000000000000000e+01,1.981810000000000000e+05,5.000000000000000000e+01,4.050000000000000000e+01,2.626000000000000156e+01
1.253475000000000072e+01,4.363999999999999879e+00,1.013500000000000000e+03,3.950000000000000000e+02,1.300000000000000000e+01,1.978430000000000000e+05,4.650000000000000000e+01,4.050000000000000000e+01,2.773000000000000043e+01
1.254168999999999912e+01,4.384999999999999787e+00,1.013399999999999977e+03,4.920000000000000000e+02,1.600000000000000000e+01,1.926910000000000000e+05,4.700000000000000000e+01,4.050000000000000000e+01,2.837000000000000099e+01
1.255560000000000009e+01,4.387999999999999901e+00,1.013000000000000000e+03,7.090000000000000000e+02,2.200000000000000000e+01,2.006970000000000000e+05,4.150000000000000000e+01,4.050000000000000000e+01,2.957000000000000028e+01
1.256255999999999950e+01,4.402999999999999581e+00,1.012799999999999955e+03,8.770000000000000000e+02,3.300000000000000000e+01,2.019790000000000000e+05,4.450000000000000000e+01,4.050000000000000000e+01,2.982999999999999829e+01
1.257646000000000086e+01,4.152000000000000135e+00,1.012600000000000023e+03,1.282000000000000000e+03,6.900000000000000000e+01,1.985200000000000000e+05,3.850000000000000000e+01,4.100000000000000000e+01,3.121000000000000085e+01
1.258339999999999925e+01,4.070000000000000284e+00,1.012500000000000000e+03,1.300000000000000000e+03,3.100000000000000000e+01,2.107940000000000000e+05,3.800000000000000000e+01,4.100000000000000000e+01,3.098000000000000043e+01
1.260427999999999926e+01,3.799999999999999822e+00,1.012299999999999955e+03,1.380000000000000000e+03,3.200000000000000000e+01,2.156300000000000000e+05,3.600000000000000000e+01,4.050000000000000000e+01,3.119999999999999929e+01
1.261815999999999960e+01,3.795999999999999819e+00,1.012100000000000023e+03,8.420000000000000000e+02,1.900000000000000000e+01,2.120790000000000000e+05,3.800000000000000000e+01,4.050000000000000000e+01,3.053999999999999915e+01
1.262509999999999977e+01,3.794999999999999929e+00,1.012000000000000000e+03,8.020000000000000000e+02,1.800000000000000000e+01,2.259990000000000000e+05,4.000000000000000000e+01,4.100000000000000000e+01,2.966000000000000014e+01
1.263898999999999972e+01,3.794000000000000039e+00,1.011899999999999977e+03,1.036000000000000000e+03,2.300000000000000000e+01,2.304920000000000000e+05,4.100000000000000000e+01,4.100000000000000000e+01,2.919999999999999929e+01
1.264593999999999951e+01,3.793000000000000149e+00,1.011899999999999977e+03,1.110000000000000000e+03,2.400000000000000000e+01,2.246850000000000000e+05,4.100000000000000000e+01,4.000000000000000000e+01,2.914000000000000057e+01
1.265984000000000087e+01,3.793000000000000149e+00,1.011700000000000045e+03,1.207000000000000000e+03,2.600000000000000000e+01,2.206920000000000000e+05,4.100000000000000000e+01,4.050000000000000000e+01,2.912999999999999901e+01
1.266679000000000066e+01,3.793000000000000149e+00,1.011600000000000023e+03,1.522000000000000000e+03,3.100000000000000000e+01,2.229560000000000000e+05,4.050000000000000000e+01,4.050000000000000000e+01,2.935000000000000142e+01
1.268069000000000024e+01,3.795999999999999819e+00,1.011299999999999955e+03,4.500000000000000000e+02,9.000000000000000000e+00,2.294280000000000000e+05,4.000000000000000000e+01,4.150000000000000000e+01,2.901999999999999957e+01
1.268763000000000041e+01,3.814000000000000057e+00,1.011299999999999955e+03,2.620000000000000000e+02,6.000000000000000000e+00,2.395410000000000000e+05,4.300000000000000000e+01,4.150000000000000000e+01,2.764999999999999858e+01
1.270149999999999935e+01,4.027000000000000135e+00,1.011100000000000023e+03,1.570000000000000000e+02,4.000000000000000000e+00,2.292770000000000000e+05,4.600000000000000000e+01,4.050000000000000000e+01,2.594000000000000128e+01
1.270846000000000053e+01,3.843999999999999861e+00,1.011200000000000045e+03,1.490000000000000000e+02,4.000000000000000000e+00,2.353270000000000000e+05,4.800000000000000000e+01,4.100000000000000000e+01,2.517999999999999972e+01
1.272235000000000049e+01,4.133000000000000007e+00,1.010899999999999977e+03,3.900000000000000000e+01,0.000000000000000000e+00,1.717230000000000000e+05,5.000000000000000000e+01,3.850000000000000000e+01,2.432999999999999829e+01
1.272927999999999926e+01,4.134000000000000341e+00,1.010799999999999955e+03,2.300000000000000000e+01,0.000000000000000000e+00,1.514340000000000000e+05,5.250000000000000000e+01,4.000000000000000000e+01,2.373000000000000043e+01
1.274318000000000062e+01,4.134999999999999787e+00,1.010899999999999977e+03,8.000000000000000000e+00,0.000000000000000000e+00,1.403770000000000000e+05,5.300000000000000000e+01,3.900000000000000000e+01,2.308999999999999986e+01
1.275013000000000041e+01,4.133000000000000007e+00,1.011000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,1.378600000000000000e+05,5.550000000000000000e+01,3.950000000000000000e+01,2.262999999999999901e+01
1.276402000000000037e+01,4.134999999999999787e+00,1.010799999999999955e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.159080000000000000e+05,5.700000000000000000e+01,3.950000000000000000e+01,2.207000000000000028e+01
1.277096000000000053e+01,4.133000000000000007e+00,1.011000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.136000000000000000e+05,5.850000000000000000e+01,3.950000000000000000e+01,2.157000000000000028e+01
1.279179000000000066e+01,4.133000000000000007e+00,1.011000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.718400000000000000e+04,6.200000000000000000e+01,3.900000000000000000e+01,2.055999999999999872e+01
1.280569000000000024e+01,4.131999999999999673e+00,1.010700000000000045e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.811300000000000000e+04,6.400000000000000000e+01,3.900000000000000000e+01,2.014000000000000057e+01
1.281264000000000003e+01,4.131999999999999673e+00,1.010600000000000023e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.802600000000000000e+04,6.450000000000000000e+01,3.950000000000000000e+01,1.973000000000000043e+01
1.282652999999999999e+01,4.129999999999999893e+00,1.010500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.690100000000000000e+04,6.550000000000000000e+01,4.000000000000000000e+01,1.953000000000000114e+01
1.283347000000000016e+01,4.129999999999999893e+00,1.010700000000000045e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.148600000000000000e+04,6.850000000000000000e+01,3.900000000000000000e+01,1.928000000000000114e+01
1.284736999999999973e+01,4.131999999999999673e+00,1.010600000000000023e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.820100000000000000e+04,6.800000000000000000e+01,3.850000000000000000e+01,1.928000000000000114e+01
1.285432999999999915e+01,4.128999999999999559e+00,1.010299999999999955e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.750300000000000000e+04,6.800000000000000000e+01,3.950000000000000000e+01,1.901000000000000156e+01
1.286823000000000050e+01,4.129999999999999893e+00,1.010399999999999977e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.224900000000000000e+04,7.150000000000000000e+01,3.950000000000000000e+01,1.892999999999999972e+01
1.287517000000000067e+01,4.128999999999999559e+00,1.010399999999999977e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.597100000000000000e+04,7.100000000000000000e+01,3.950000000000000000e+01,1.867999999999999972e+01
1.288907000000000025e+01,4.126999999999999780e+00,1.010399999999999977e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.917900000000000000e+04,7.100000000000000000e+01,3.950000000000000000e+01,1.878000000000000114e+01
1.289602000000000004e+01,4.128000000000000114e+00,1.010200000000000045e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.945000000000000000e+04,7.050000000000000000e+01,3.950000000000000000e+01,1.857999999999999829e+01
1.290991999999999962e+01,4.128000000000000114e+00,1.010500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.177100000000000000e+04,7.150000000000000000e+01,3.950000000000000000e+01,1.862999999999999901e+01
1.291686999999999941e+01,4.128000000000000114e+00,1.010399999999999977e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.064200000000000000e+04,7.200000000000000000e+01,3.800000000000000000e+01,1.844999999999999929e+01
1.293075999999999937e+01,4.128999999999999559e+00,1.010500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.810000000000000000e+04,7.300000000000000000e+01,4.000000000000000000e+01,1.857999999999999829e+01
